,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_bootstrap,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0,87.24855077266693,3.125008463859558,5.173375844955444,0.521500825881958,200,2,1,sqrt,20,False,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}",-6.7863808060240975,-6.774242500279079,-6.780311653151588,0.00606915287250942,3
1,238.5939338207245,8.948115587234497,19.275036454200745,0.048628926277160645,500,2,2,log2,40,False,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 40, 'bootstrap': False}",-6.753223149006631,-6.723696600324207,-6.738459874665419,0.014763274341212274,1
2,51.870774149894714,0.001000523567199707,3.1458972692489624,0.10764563083648682,100,5,1,sqrt,,False,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': False}",-6.7901176555600395,-6.758777090469935,-6.774447373014987,0.015670282545052316,2
3,213.02512311935425,3.9426512718200684,9.032201528549194,0.22653484344482422,500,2,4,sqrt,30,False,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': False}",-6.796674662643222,-6.7733174883099325,-6.7849960754765775,0.011678587166644938,4
4,53.201300740242004,2.5124391317367554,2.469117760658264,0.33746564388275146,100,5,1,sqrt,20,False,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}",-6.816199927239669,-6.807058474201589,-6.811629200720629,0.004570726519040225,5
